txn_id,date,account_id,counterparty,description,amount,currency
TXN-P2-0028,2025-02-19,ACC-7802,Development Bank of Kazakhstan JSC,Term loan facility drawdown for cold store expansion,4882117.46,USD
TXN-P4-0034,2025-02-19,ACC-7804,Ironwood Office Supplies Group,"Rent for spare parts store — Oskemen unit, H2 2025",-507883.52,USD
TXN-P5-0019,2025-02-19,ACC-7805,Hartley Courier Corp,Payroll top-up transfer — Pavlodar block,-377075.55,USD
TXN-P6-0053,2025-02-19,ACC-7806,Crown City Water Board (Astana branch),"Retail unit rent — Zhezkazgan compound, January",-6391398.14,USD
TXN-P8-0002,2025-02-19,ACC-7808,Ashford Utility Corp (Aktobe hub),Advance profit tax instalment — Kyzylorda station,-472953.75,USD
TXN-B1-0002,2025-02-20,ACC-7201,Initech Software Licenses,Rent deposit returned 2025,7123935.64,USD
TXN-P6-0027,2025-02-20,ACC-7806,Glenwood Catering Group (Semey base),Antenna mast lease — January,-7193523.88,USD
TXN-P9-0031,2025-02-20,ACC-7809,Glenwood Janitorial LP,"Depot yard rent — Uralsk annex, July 2025",-7227726.32,USD
TXN-9009-0007,2025-02-21,ACC-9009,Bridgeport Payroll Group Holding,"Unclaimed payroll returned — Zhezkazgan compound, period 01 2025",350122.50,USD
TXN-9625-0029,2025-02-22,ACC-9625,Bridgeport Realty Inc,Utility rebate received — Taraz site,2781046.93,USD
TXN-9903-0047,2025-02-22,ACC-9903,Dunmore Realty Service Centre,"Interest true-up charge — Shymkent depot, final call",-439795.58,USD
TXN-P5-0003,2025-02-22,ACC-7805,Ironwood Printing Ltd,Sponsorship marketing of regional sports club — Astana branch,-3604100.77,USD
TXN-P9-0016,2025-02-22,ACC-7809,Bridgeport Insurance Partners Works,Water supply charge — Semey base 2025,-1187685.09,USD
TXN-9338-0023,2025-02-23,ACC-9338,Ashford Water Works Group Company (Kyzylorda station),"Default interest charge — Kostanay centre, instalment 1",-2716170.80,USD
TXN-9571-0025,2025-02-23,ACC-9571,Cedarville Catering Solutions (Uralsk annex),Customer newsletter marketing production — Q4,-194715.48,USD
TXN-9580-0034,2025-02-23,ACC-9580,Hartley Janitorial Corp (Aktobe hub),"Interest on subordinated notes — Karaganda yard, July",-3123938.51,USD
TXN-9774-0036,2025-02-23,ACC-9774,Juniper Property Services,Payroll tranche for field crew — Almaty office 2025,-1658350.62,USD
TXN-9493-0041,2025-02-24,ACC-9493,Ashford Telecom Solutions,"Marketing photography and artwork — Uralsk annex, Q3 2025",-736285.73,USD
TXN-9761-0031,2025-02-24,ACC-9761,Dunmore Landscaping Group (Kostanay centre),"Tax assessment reversal — Taraz site, August 2025",340785.37,USD
TXN-9868-0040,2025-02-24,ACC-9868,Eastgate Logistics Inc (Turkistan point),Term loan interest — H1 2025,-6233576.46,USD
TXN-P5-0043,2025-02-24,ACC-7805,Glenwood Insurance Ltd Ltd,"Payroll for drivers — Karaganda yard, Q2",-10114207.63,USD
TXN-P6-0022,2025-02-24,ACC-7806,Ural Grinding Works LLP,Purchase of clinker grinding equipment,-1482663.28,USD
TXN-9725-0006,2025-02-25,ACC-9725,Bridgeport Courier Solutions,"Unearned insurance premium return — Almaty office, December",1241676.50,USD
TXN-B1-0011,2025-02-25,ACC-7201,Cedarville Leasing (Kostanay centre),Rent overpayment refunded — Kostanay centre 2025,1888842.15,USD
TXN-P10-0037,2025-02-25,ACC-7810,Juniper Property Services Group,Customer newsletter marketing production — period 01,-301167.04,USD
TXN-P2-0056,2025-02-25,ACC-7802,Cedarville Waste Systems Inc (Atyrau terminal),"Media buy rate adjustment credit — Kyzylorda station, November",485636.32,USD
TXN-9230-0012,2025-02-26,ACC-9230,Hartley Courier Corp Partners (Aktobe hub),Excise tax payment — December,-2306813.09,USD
TXN-9528-0029,2025-02-26,ACC-9528,Ironwood Printing Ltd Works (Oskemen unit),Rent for staff dormitory — Aktobe hub,-1393140.08,USD
TXN-9667-0008,2025-02-26,ACC-9667,Evergreen Janitorial (Almaty office),"Property tax rebate — Atyrau terminal, final call 2025",982372.39,USD
TXN-9693-0026,2025-02-26,ACC-9693,Ashford Water Works Group (Atyrau terminal),Marketing co-operative funding received — Zhezkazgan compound,1637349.87,USD
TXN-9716-0005,2025-02-26,ACC-9716,Cedarville Water Works Corp,Customer newsletter marketing production — Atyrau terminal 2025,-1694632.76,USD
TXN-P7-0025,2025-02-26,ACC-7807,Juniper Payroll Associates,Unclaimed payroll returned — Astana branch 2025,647074.31,USD
TXN-9029-0030,2025-02-27,ACC-9029,Cedarville Supply Corp,"Warehouse lease — Almaty office, Q4",-6445941.27,USD
TXN-P1-0025,2025-02-27,ACC-7801,Harborview Properties (Turkistan point),Sponsorship marketing of regional sports club 2025,-214382.05,USD
TXN-P1-0050,2025-02-27,ACC-7801,Bridgeport Water Works LP,Payroll for night shift — Q1,-10611759.48,USD
TXN-9025-0047,2025-02-28,ACC-9025,Granger Utilities Holding (Atyrau terminal),Payroll advance recovered from staff — Shymkent depot,3062770.07,USD
TXN-9606-0025,2025-02-28,ACC-9606,Eastgate Leasing Trust Partners,"Term loan interest — Pavlodar block, December 2025",-516389.49,EUR
TXN-B1-0006,2025-02-28,ACC-7201,Eastgate Cleaning Corp Enterprise,"Point-of-sale marketing materials — Semey base, June",-2819887.45,USD
TXN-B1-0040,2025-02-28,ACC-7201,Ironwood Supply Associates (Turkistan point),Rent for regional office — instalment 1 2025,-274731.84,USD
TXN-9176-0039,2025-03-01,ACC-9176,Hartley Stationery Trust (Almaty office),"Interest on bilateral facility — Shymkent depot, August",-236616.03,USD
TXN-9417-0002,2025-03-01,ACC-9417,Hartley Payroll LLC (Pavlodar block),"Broadband telecom invoice — Taraz site, instalment 1",-188817.55,USD
TXN-9520-0040,2025-03-01,ACC-9520,Ironwood Property Holdings,Payroll for drivers — period 03,-925646.64,USD
TXN-9532-0014,2025-03-01,ACC-9532,Dunmore Logistics Ltd,Rent for spare parts store — Oskemen unit 2025,-1743311.18,USD
TXN-9793-0003,2025-03-01,ACC-9793,Juniper Office Supplies LP,"Payroll top-up transfer — Kyzylorda station, May",-1322423.53,USD
TXN-B4-0004,2025-03-01,ACC-7204,Bridgeport Uniforms Trust (Kostanay centre),"Sponsorship marketing of regional sports club — Kyzylorda station, instalment 1 2025",-6446696.54,USD
TXN-B4-0022,2025-03-01,ACC-7204,Vanguard Payroll Co (Pavlodar block),Electricity for site lighting — Q3,-7223836.57,USD
TXN-B4-0029,2025-03-01,ACC-7204,Dunmore Waste Systems LLC Works (Zhezkazgan compound),Rent deposit returned — Almaty office 2025,177288.48,USD
TXN-B4-0036,2025-03-01,ACC-7204,Hartley Courier Corp Ltd,Environmental liability insurance — period 02,-8526280.28,USD
TXN-B4-0057,2025-03-01,ACC-7204,Juniper Office Supplies LP (Semey base),"Utility metering charge — Oskemen unit, August",-400286.74,USD
TXN-9815-0042,2025-03-02,ACC-9815,Foxridge Cleaning Co (Pavlodar block),"Payroll for laboratory staff — Oskemen unit, period 04 2025",-3356876.84,USD
TXN-9877-0048,2025-03-02,ACC-9877,Juniper Water Works Trust (Turkistan point),Group insurance experience refund — Atyrau terminal 2025,401040.50,USD
TXN-9931-0044,2025-03-02,ACC-9931,Ironwood Water Works Associates (Pavlodar block),Payroll advance recovered from staff — Oskemen unit,835937.43,USD
TXN-P8-0050,2025-03-02,ACC-7808,Bridgeport Facilities LLC (Kostanay centre),"Default interest charge — Oskemen unit, Q1",-6295087.15,USD
TXN-9992-0033,2025-03-03,ACC-9992,Bridgeport Catering Trust Holding,Revolver interest — Taraz site 2025,-571862.05,USD
TXN-B1-0021,2025-03-03,ACC-7201,Eastgate Office Supplies Solutions (Uralsk annex),"Digital media buy — display — Shymkent depot, Q2 2025",-1292105.71,USD
TXN-B1-0041,2025-03-03,ACC-7201,Ironwood Realty Services (Karaganda yard),Workers comp insurance — Shymkent depot 2025,-544568.74,USD
TXN-P1-0052,2025-03-03,ACC-7801,Bridgeport Courier Solutions (Astana branch),"Digital media buy — search — Karaganda yard, instalment 3 2025",-379368.05,USD
TXN-9238-0044,2025-03-04,ACC-9238,Summit Telecom Group (Karaganda yard),Interest income on treasury bills — H2,5376628.94,USD
TXN-B1-0036,2025-03-04,ACC-7201,Glenwood Consulting Inc,Excise tax credit received — period 02 2025,275823.54,USD
TXN-P4-0036,2025-03-04,ACC-7804,Dunmore Janitorial Services Service Centre,Interest on subordinated notes — May,-476301.74,USD
TXN-P6-0003,2025-03-04,ACC-7806,Hartley Power Associates,"Franchise tax filing — Shymkent depot, H2 2025",-495164.18,USD
TXN-P7-0028,2025-03-04,ACC-7807,Eastgate Facilities Trust Ltd,Credit facility interest — Kostanay centre 2025,-515506.87,USD
TXN-9097-0023,2025-03-05,ACC-9097,Kingsley Payroll Trust (Semey base),Insurance claim reimbursement — August 2025,5039013.29,USD
TXN-9365-0026,2025-03-05,ACC-9365,Hartley Printing Co (Turkistan point),Excise tax remittance — May 2025,-378321.22,USD
TXN-9632-0048,2025-03-05,ACC-9632,Ashford Consulting Partners Trading House (Uralsk annex),Customer newsletter marketing production — instalment 3 2025,-8574403.27,USD
TXN-P1-0014,2025-03-05,ACC-7801,Aktau Terminal Properties LLP,Terminal land lease payments 2025,-918443.27,USD
TXN-P7-0034,2025-03-05,ACC-7807,Juniper Cleaning (Taraz site),Payroll for security detail — February,-275069.81,USD
TXN-9002-0050,2025-03-06,ACC-9002,Hartley Uniforms LP,Payroll accrual reversal — Taraz site,558074.39,USD
TXN-9791-0047,2025-03-06,ACC-9791,Globex Telecom (Zhezkazgan compound),Interest recovery on overpayment — August,2297569.79,USD
TXN-P2-0021,2025-03-06,ACC-7802,Ironwood Stationery Solutions (Uralsk annex),Parking garage lease — Kostanay centre 2025,-11913971.27,USD
TXN-P4-0007,2025-03-06,ACC-7804,Ashford Property Co (Almaty office),"Excise tax credit received — Uralsk annex, Q1",2325457.12,USD
TXN-P6-0004,2025-03-06,ACC-7806,Taraz Cement Personnel LLP,Plant crew payroll disbursement 2025,-1482663.19,USD
TXN-P7-0055,2025-03-06,ACC-7807,Dunmore Courier Services LLP,Political risk insurance — Semey base 2025,-2773434.34,USD
TXN-9923-0042,2025-03-07,ACC-9923,Glenwood Courier LP Supply,"Rent for training centre — Ekibastuz block B, H1",-972969.63,USD
TXN-P3-0051,2025-03-07,ACC-7803,Bridgeport Janitorial Solutions (Aktobe hub),"Bi-weekly payroll run — Kyzylorda station, November 2025",-10938732.68,USD
TXN-P5-0022,2025-03-07,ACC-7805,Statewide Tax Authority (Semey base),Lease deposit released — Uralsk annex,13837909.93,USD
TXN-9337-0010,2025-03-08,ACC-9337,Glenwood Utility Associates (Aktobe hub),Payroll bonus disbursement — Q1 2025,-392919.09,USD
TXN-9461-0021,2025-03-08,ACC-9461,Foxridge Uniforms Partners Service Centre (Shymkent depot),Property insurance premium — Ekibastuz block B 2025,-7148860.91,USD
TXN-B1-0001,2025-03-08,ACC-7201,Bridgeport Property Ltd Service Centre,Sublet rent received — February,1656712.15,USD
TXN-P1-0028,2025-03-08,ACC-7801,Eastgate Utility LLC Group,"Utility deposit returned — Almaty office, period 02",3575522.74,USD
TXN-P1-0047,2025-03-08,ACC-7801,Ironwood Stationery Solutions Trading House,"Environmental liability insurance — Uralsk annex, instalment 2 2025",-2697744.03,USD
TXN-P2-0055,2025-03-08,ACC-7802,Bridgeport Office Supplies,Marketing co-operative funding received — June 2025,7382549.74,USD
TXN-9434-0007,2025-03-09,ACC-9434,Bridgeport Power Corp Enterprise,"Contractor payroll batch — Shymkent depot, period 03",-1664501.46,USD
TXN-9614-0029,2025-03-09,ACC-9614,Ironwood Leasing Partners (Turkistan point),"Interest on trade facility — Semey base, January",-241984.70,USD
TXN-P3-0035,2025-03-09,ACC-7803,Foxridge Supply Inc Enterprise,"Environmental emissions tax — Uralsk annex, March",-193979.88,USD
TXN-9518-0021,2025-03-10,ACC-9518,Dunmore Printing Partners,Business interruption insurance — Turkistan point 2025,-2004423.81,USD
TXN-9805-0047,2025-03-10,ACC-9805,City Power & Light (Aktobe hub),"Telecom services — Zhezkazgan compound, Q3",-334248.55,USD
TXN-9874-0028,2025-03-10,ACC-9874,Dunmore Facilities Associates (Semey base),Compressed air utility charge — Uralsk annex,-5236656.87,USD
TXN-P2-0002,2025-03-10,ACC-7802,Bridgeport Security Associates Enterprise,Electricity network capacity charge — November,-421881.82,USD
TXN-9042-0025,2025-03-11,ACC-9042,Bridgeport Consulting Group (Karaganda yard),Business interruption insurance — period 04,-198595.76,USD
TXN-9384-0041,2025-03-11,ACC-9384,Bridgeport Office Supplies (Turkistan point),Tax audit assessment payment 2025,-837271.36,USD
TXN-9899-0042,2025-03-11,ACC-9899,Foxridge Security Services (Aktobe hub),Unclaimed payroll returned 2025,487190.08,USD
TXN-P8-0038,2025-03-11,ACC-7808,Ironwood Payroll (Almaty office),"Rent deposit returned — Astana branch, January 2025",3505589.65,USD
TXN-9362-0034,2025-03-12,ACC-9362,Ashford Janitorial Trust,Cyber insurance premium — Oskemen unit,-6124144.89,USD
TXN-9666-0038,2025-03-12,ACC-9666,Foxridge Stationery (Kyzylorda station),"Accrued interest payment — Uralsk annex, March",-2752319.35,USD
TXN-9929-0016,2025-03-12,ACC-9929,Dunmore Tax Advisory Group Ltd,"Excise tax remittance — Shymkent depot, final call",-1652717.79,USD
TXN-P10-0021,2025-03-12,ACC-7810,Saryarka Terminal Properties LLP,Warehouse land lease payments 2025,-1204663.28,USD
TXN-9141-0034,2025-03-13,ACC-9141,Glenwood Cleaning Ltd Holding,"Business interruption insurance — Kyzylorda station, period 01 2025",-1584475.83,USD
TXN-9819-0023,2025-03-13,ACC-9819,Glenwood Utility Associates (Oskemen unit),Vehicle livery marketing application — instalment 2,-6062320.24,USD
TXN-P1-0022,2025-03-13,ACC-7801,Juniper Printing Inc Supply (Turkistan point),Municipal tax levy — instalment 2 2025,-593594.68,USD
TXN-9055-0012,2025-03-14,ACC-9055,Ironwood Tax Advisory Inc Company,"Quarterly estimated tax — Aktobe hub, February 2025",-342630.09,USD
TXN-9056-0020,2025-03-14,ACC-9056,Fairfield Leasing Partners Trading House,"District heating utility charge — Shymkent depot, Q3 2025",-1091512.20,USD
TXN-9095-0012,2025-03-14,ACC-9095,Eastgate Insurance Corp (Kostanay centre),Natural gas utility,-314764.97,USD
TXN-9312-0014,2025-03-14,ACC-9312,Juniper Office Supplies LP (Semey base),Utility metering charge — November,-1840416.30,USD
TXN-9378-0012,2025-03-14,ACC-9378,Juniper Utility Holdings,"Regional marketing campaign production — Atyrau terminal, H1 2025",-1376811.29,USD
TXN-9744-0043,2025-03-14,ACC-9744,Eastgate Water Works Ltd (Shymkent depot),"Auto fleet insurance — Taraz site, instalment 3",-1987843.79,USD
TXN-9983-0010,2025-03-14,ACC-9983,Cedarville Cleaning Group (Turkistan point),Marketing agency credit note — Zhezkazgan compound,6102664.59,USD
TXN-B1-0017,2025-03-14,ACC-7201,Juniper Power Solutions,Insurance premium refund — Uralsk annex,4465117.37,USD
TXN-B4-0011,2025-03-14,ACC-7204,Eastgate Consulting Co (Oskemen unit),Radio ad campaign schedule — Zhezkazgan compound 2025,-103731.12,USD
TXN-P1-0038,2025-03-14,ACC-7801,Bridgeport Office Supplies (Uralsk annex),Water charge adjustment credit,7831364.09,USD
TXN-P6-0012,2025-03-14,ACC-7806,Kingsley Insurance Associates Holding,"Directors and officers insurance — Kyzylorda station, Q2 2025",-574236.97,USD
TXN-9244-0017,2025-03-15,ACC-9244,Foxridge Maintenance Holdings Supply,Marketing research panel subscription — period 01,-3233200.97,EUR
TXN-9351-0009,2025-03-15,ACC-9351,Juniper Utility Holdings (Ekibastuz block B),Electricity network capacity charge — Atyrau terminal,-3360629.72,USD
TXN-P7-0007,2025-03-15,ACC-7807,Lakeshore Insurance Brokers Company,"Workers comp insurance — Atyrau terminal, November",-483665.07,USD
TXN-9651-0022,2025-03-16,ACC-9651,Dunmore Waste Systems LLC Works (Zhezkazgan compound),Payroll for security detail — Taraz site 2025,-2193863.59,USD
TXN-9802-0050,2025-03-16,ACC-9802,Ashford Uniforms Associates Supply,"Marketing research panel subscription — Shymkent depot, April",-2081261.02,USD
TXN-9081-0010,2025-03-17,ACC-9081,Juniper Water Works Trust (Pavlodar block),"Interest on working capital line — Uralsk annex, February 2025",-2059196.46,USD
TXN-9741-0031,2025-03-17,ACC-9741,Umbrella Facilities Mgmt Company,Trade press marketing insertion,-746973.76,USD
TXN-P1-0020,2025-03-17,ACC-7801,Bridgeport Payroll Group (Almaty office),Payroll advance recovered from staff,3066637.42,USD
TXN-9882-0039,2025-03-18,ACC-9882,Cedarville Power Co Supply,Marketing co-operative funding received — H1 2025,2530433.29,USD
TXN-P3-0002,2025-03-18,ACC-7803,Development Bank of Kazakhstan JSC,Term loan facility drawdown for turnaround works,5442118.93,USD
TXN-P7-0048,2025-03-18,ACC-7807,Dunmore Insurance LP,Environmental liability insurance — May,-156386.63,USD
TXN-9016-0003,2025-03-19,ACC-9016,Glenwood Maintenance Services Partners (Ekibastuz block B),"Electricity for pumping station — Kostanay centre, H1 2025",-2289096.75,USD
TXN-9254-0037,2025-03-19,ACC-9254,Bridgeport Office Supplies JSC,Franchise tax filing — November,-242694.31,USD
TXN-P4-0053,2025-03-19,ACC-7804,Ural Conveyor Works LLP,Purchase of grain conveyor equipment,-1652704.31,USD
TXN-P7-0040,2025-03-19,ACC-7807,Halcyon Facilities Group (Taraz site),Media buy rate adjustment credit — Karaganda yard,1979183.84,USD
TXN-9212-0039,2025-03-20,ACC-9212,Hartley Leasing Services (Taraz site),Revolver interest — Q3 2025,-214205.79,USD
TXN-B4-0030,2025-03-20,ACC-7204,Shymkent Fuel Distributors LLP,Refinery product sales settlement first quarter,2048994.35,USD
TXN-P2-0039,2025-03-20,ACC-7802,Cedarville Courier Holdings Supply,"Rent overpayment refunded — Kyzylorda station, January 2025",803966.93,USD
TXN-P6-0047,2025-03-20,ACC-7806,Glenwood Catering Group (Turkistan point),Insurance claim reimbursement — Uralsk annex,124433.76,USD
TXN-9873-0048,2025-03-21,ACC-9873,Dunmore Logistics Ltd Ltd,Unclaimed payroll returned — Pavlodar block 2025,10968119.30,USD
TXN-P8-0020,2025-03-21,ACC-7808,Foxridge Realty Trust (Shymkent depot),Interest income on term deposit — Shymkent depot 2025,1885336.06,USD
TXN-9394-0016,2025-03-22,ACC-9394,Hartley Power Associates Partners,"Payroll accrual funding — Astana branch, Q1",-2513380.22,USD
TXN-B1-0013,2025-03-22,ACC-7201,Ashford Printing Solutions (Kyzylorda station),"Point-of-sale marketing materials — Atyrau terminal, July 2025",-438406.28,USD
TXN-P6-0026,2025-03-22,ACC-7806,Maple Grove Telecom (Zhezkazgan compound),Marketing agency credit note — Q4,303758.54,USD
TXN-9668-0036,2025-03-23,ACC-9668,Eastgate Catering Services (Zhezkazgan compound),"Franchise tax filing — Semey base, period 04",-1813730.72,USD
